customerID,ChurnProbability,RiskSegment,Recommendation,MonthlyCharges,TotalCharges,tenure,PredictedChurn
7416-CKTEP,0.02142901,Low,No Action,19.6,1134.25,57,0
2586-CWXVV,0.24357718,Low,No Action,30.4,1621.35,54,0
3096-IZETN,0.40084788,Medium,Send Promotional Email,78.1,947.3,12,0
2348-KCJLT,0.047845673,Low,No Action,61.5,2722.2,44,0
8401-EMUWF,0.12546708,Low,No Action,69.4,3058.3,42,0
4193-IBKSW,0.015678426,Low,No Action,24.75,1769.6,72,0
5377-NDTOU,0.019596914,Low,No Action,91.05,6293.75,71,0
5922-ABDVO,0.34044814,Medium,No Action,89.65,1761.05,19,0
2474-LCNUE,0.13879257,Low,No Action,73.65,1642.75,23,0
0839-QNXME,0.021442598,Low,No Action,19.4,578.5,30,0
3506-OVLKD,0.042963285,Low,No Action,26.2,954.9,35,0
9172-ANCRX,0.6981873,High,Offer Upgrade Package,98.7,973.25,10,1
6650-VJONK,0.5952047,High,Send Promotional Email,43.85,43.85,1,1
2178-PMGCJ,0.29167736,Medium,No Action,69.7,1490.4,22,0
7492-TAFJD,0.029047124,Low,No Action,38.55,280.0,7,0
2773-MADBQ,0.025502775,Low,No Action,53.1,1901.25,36,0
6016-LVTJQ,0.08340938,Low,No Action,20.65,716.4,34,0
7860-KSUGX,0.019686708,Low,No Action,64.45,4720.0,72,0
8966-KZXXA,0.02207905,Low,No Action,25.1,930.95,36,0
6910-HADCM,0.8078466,Critical,Retention Agent + Discount,76.35,76.35,1,1
4816-LXZYW,0.53097314,High,Send Promotional Email,79.15,1676.95,23,1
9606-PBKBQ,0.60807794,High,Offer Upgrade Package,85.0,2642.05,32,1
5149-QYTTU,0.05506209,Low,No Action,95.15,6770.85,71,0
2070-XYMFH,0.4408805,Medium,Send Promotional Email,79.35,1835.3,23,0
2085-BOJKI,0.24282923,Low,No Action,96.65,1588.25,17,0
0817-HSUSE,0.47362986,Medium,Send Promotional Email,75.5,75.5,1,0
5442-PPTJY,0.021893961,Low,No Action,19.7,258.35,12,0
1927-QEWMY,0.01604952,Low,No Action,20.5,1502.25,72,0
1663-MHLHE,0.2841092,Medium,No Action,19.2,19.2,1,0
5663-QBGIS,0.06237157,Low,No Action,98.35,6929.4,72,0
4450-MDZFX,0.19000474,Low,No Action,74.35,4453.3,60,0
6701-DHKWQ,0.032640338,Low,No Action,51.35,3244.4,61,0
7554-AKDQF,0.27862084,Medium,No Action,45.65,323.45,6,0
3536-IQCTX,0.4638052,Medium,Send Promotional Email,85.3,2661.1,32,0
4911-BANWH,0.3838449,Medium,No Action,86.55,2697.4,31,0
8496-EJAUI,0.34529257,Medium,No Action,73.85,1424.5,19,0
0794-YVSGE,0.015402915,Low,No Action,20.3,1401.15,72,0
5423-BHIXO,0.2599629,Medium,No Action,54.2,1739.6,32,0
6908-VVYHM,0.3103188,Medium,No Action,90.65,5931.0,65,0
2959-EEXWB,0.17115587,Low,No Action,50.9,2333.85,45,0
1839-UMACK,0.05372819,Low,No Action,25.05,949.85,42,0
3030-YDNRM,0.6213765,High,Offer Upgrade Package,74.85,572.45,8,1
7321-KKSDU,0.020583186,Low,No Action,20.5,696.8,32,0
3402-XRIUO,0.14645538,Low,No Action,63.55,1381.8,22,0
3132-TVFDZ,0.34328657,Medium,No Action,44.85,2572.95,57,0
8286-AFUYI,0.47181645,Medium,Send Promotional Email,47.95,47.95,1,0
8080-DDEMJ,0.64959115,High,Offer Upgrade Package,45.1,45.1,1,1
8356-WUAOJ,0.6526466,High,Offer Upgrade Package,45.0,45.0,1,1
6365-MTGZX,0.35609487,Medium,No Action,96.0,2122.45,24,0
1349-WXNGG,0.30476552,Medium,No Action,20.05,20.05,1,0
8058-DMYRU,0.4825311,Medium,Send Promotional Email,90.05,4931.8,54,0
9350-ZXYJC,0.026683066,Low,No Action,25.3,116.95,4,0
6990-YNRIO,0.09399938,Low,No Action,108.65,6937.95,65,0
8958-JPTRR,0.05072054,Low,No Action,24.3,1261.7,56,0
6959-GQEGV,0.20544244,Low,No Action,75.95,3273.8,45,0
3173-WSSUE,0.015933381,Low,No Action,19.7,1415.85,71,0
1265-HVPZB,0.05238578,Low,No Action,66.4,3958.2,59,0
4115-UMJFQ,0.06796478,Low,No Action,35.75,2492.25,69,0
7369-TRPFD,0.03743899,Low,No Action,18.8,279.2,19,0
1098-KFQEC,0.020583186,Low,No Action,19.4,1083.0,55,0
7190-XHTWJ,0.03654289,Low,No Action,19.3,755.5,38,0
0621-TWIEM,0.37398612,Medium,No Action,45.55,402.6,10,0
3537-RYBHH,0.18300118,Low,No Action,67.45,3252.0,47,0
2485-ITVKB,0.694384,High,Offer Upgrade Package,35.1,68.75,2,1
3669-OYSJI,0.55538815,High,Send Promotional Email,46.2,46.2,1,1
1612-EOHDH,0.607948,High,Offer Upgrade Package,45.15,45.15,1,1
6702-OHFWR,0.7339718,High,Offer Upgrade Package,43.3,43.3,1,1
5296-BFCYD,0.020570131,Low,No Action,20.1,936.85,46,0
4510-PYUSH,0.19000055,Low,No Action,57.15,2250.65,38,0
9359-JANWS,0.024003133,Low,No Action,58.9,3857.1,65,0
7517-SAWMO,0.37525347,Medium,No Action,73.2,1441.1,19,0
4143-HHPMK,0.3337273,Medium,No Action,85.35,4338.6,52,0
3279-DYZQM,0.015933381,Low,No Action,19.45,1378.45,71,0
7054-LGEQW,0.5531008,High,Send Promotional Email,45.95,45.95,1,1
0523-VNGTF,0.2592742,Medium,No Action,50.5,2566.3,52,0
9575-IWCAZ,0.053729016,Low,No Action,25.1,171.0,6,0
7105-MXJLL,0.13021065,Low,No Action,60.7,1597.4,26,0
7064-FRRSW,0.2817539,Medium,No Action,99.0,4744.35,48,0
7940-UQQUG,0.15518415,Low,No Action,104.4,6721.6,64,0
0923-PNFUB,0.65091276,High,Offer Upgrade Package,83.75,247.25,3,1
3961-SXAXY,0.5952047,High,Send Promotional Email,44.05,44.05,1,1
7010-BRBUU,0.015678426,Low,No Action,24.1,1734.65,72,0
3566-HJGPK,0.5952047,High,Send Promotional Email,45.55,45.55,1,1
3062-ICYZQ,0.27443773,Medium,No Action,93.8,4539.35,51,0
9938-PRCVK,0.020583186,Low,No Action,19.7,804.25,41,0
0973-KYVNF,0.021262992,Low,No Action,70.65,5011.15,72,0
5129-HHMZC,0.027431678,Low,No Action,86.45,3574.5,43,0
9637-CDTKZ,0.045745082,Low,No Action,114.1,8086.4,72,0
3946-JEWRQ,0.2315665,Low,No Action,95.2,4563.0,47,0
7873-CVMAW,0.02068033,Low,No Action,88.55,6362.35,72,0
0463-WZZKO,0.15167525,Low,No Action,20.75,67.1,3,0
3494-JCHRQ,0.8205319,Critical,Retention Agent + Discount,70.05,70.05,1,1
6474-FVJLC,0.8157152,Critical,Retention Agent + Discount,86.0,165.45,2,1
4524-QCSSM,0.20450857,Low,No Action,44.65,1156.55,26,0
5832-EXGTT,0.13623929,Low,No Action,60.2,1834.15,29,0
8840-DQLGN,0.32503846,Medium,No Action,100.5,3653.35,35,0
2039-JONDJ,0.045559272,Low,No Action,55.45,1477.65,27,0
7217-JYHOQ,0.09736432,Low,No Action,70.3,1706.45,24,0
6695-FRVEC,0.0241141,Low,No Action,60.4,3953.7,67,0
4547-LYTDD,0.43826136,Medium,Send Promotional Email,72.65,1194.3,16,0
9894-QMIMJ,0.0765174,Low,No Action,55.8,1327.85,23,0
8069-YQQAJ,0.28562477,Medium,No Action,31.1,419.7,14,0
6770-XUAGN,0.36230493,Medium,No Action,21.0,21.0,1,0
4193-ORFCL,0.6048521,High,Offer Upgrade Package,45.1,45.1,1,1
1636-NTNCO,0.60821384,High,Offer Upgrade Package,50.95,207.35,4,1
3466-WAESX,0.21578029,Low,No Action,69.1,1083.7,16,0
9281-PKKZE,0.34791157,Medium,No Action,43.95,2007.85,46,0
3638-VBZTA,0.02875799,Low,No Action,86.5,5882.75,68,0
7459-IMVYU,0.12025122,Low,No Action,69.95,2657.55,38,0
7776-QWNFX,0.19134934,Low,No Action,50.4,1527.5,30,0
6689-TCZHQ,0.62846315,High,Offer Upgrade Package,78.95,378.4,5,1
8563-OYMQY,0.3798097,Medium,No Action,90.95,1612.2,17,0
0754-EEBDC,0.021893961,Low,No Action,19.9,76.65,4,0
5777-ZPQNC,0.055419993,Low,No Action,20.15,260.7,12,0
1951-IEYXM,0.02023826,Low,No Action,90.6,6441.85,72,0
3318-NMQXL,0.7572872,Critical,Offer Upgrade Package,92.0,266.8,3,1
3143-ILDAL,0.28807655,Medium,No Action,94.45,5124.6,56,0
1022-RKXDR,0.0372564,Low,No Action,24.85,962.25,41,0
2361-FJWNO,0.055993132,Low,No Action,36.0,1382.9,40,0
2272-UOINI,0.22765647,Low,No Action,78.5,571.05,7,0
8232-UTFOZ,0.020774437,Low,No Action,19.95,1399.35,69,0
3750-YHRYO,0.041958865,Low,No Action,20.65,150.0,7,0
6637-KYRCV,0.5018029,High,Send Promotional Email,30.5,167.2,5,1
5668-MEISB,0.048566893,Low,No Action,106.1,7657.4,72,0
0129-QMPDR,0.0339579,Low,No Action,20.5,865.05,44,0
7188-CBBBA,0.26571998,Medium,No Action,95.5,6153.85,65,0
5356-CSVSQ,0.4379782,Medium,Send Promotional Email,64.6,174.2,3,0
3221-CJMSG,0.11064378,Low,No Action,51.1,1269.6,24,0
4720-VSTSI,0.35427365,Medium,No Action,84.8,3862.55,44,0
3219-JQRSL,0.020912038,Low,No Action,89.1,6352.4,72,0
2801-NISEI,0.14679353,Low,No Action,54.95,1348.5,24,0
3946-MHCZW,0.55538815,High,Send Promotional Email,50.9,50.9,1,1
4623-ZKHLY,0.0962797,Low,No Action,20.45,471.55,22,0
6732-VAILE,0.037697144,Low,No Action,85.95,5931.75,70,0
8201-AAXCB,0.23713163,Low,No Action,60.35,1404.65,25,0
7696-CFTAT,0.020583186,Low,No Action,19.8,726.1,37,0
1845-CSBRZ,0.33479872,Medium,No Action,85.35,1961.6,22,0
2123-VSCOT,0.03444675,Low,No Action,72.1,4194.85,59,0
6651-AZVTJ,0.5169453,High,Send Promotional Email,99.8,4872.45,49,1
4566-GOLUK,0.4575404,Medium,Send Promotional Email,107.35,5118.95,47,0
2484-DGXPZ,0.08485856,Low,No Action,19.55,658.95,31,0
2018-QKYGT,0.81134695,Critical,Retention Agent + Discount,81.05,81.05,1,1
2792-VPPET,0.16552147,Low,No Action,20.5,76.95,3,0
7409-JURKQ,0.23490408,Low,No Action,111.8,5809.75,53,0
3247-MHJKM,0.2754885,Medium,No Action,20.2,20.2,1,0
1964-SVLEA,0.038537215,Low,No Action,19.7,415.9,20,0
4587-NUKOX,0.45374015,Medium,Send Promotional Email,79.1,246.5,3,0
7297-DVYGA,0.03604734,Low,No Action,19.85,996.95,51,0
2239-CGBUZ,0.043156724,Low,No Action,60.5,3145.15,51,0
0854-UYHZD,0.021893961,Low,No Action,19.55,265.3,13,0
7243-LCGGZ,0.31260318,Medium,No Action,20.9,20.9,1,0
8267-KFGYD,0.30187228,Medium,No Action,21.05,21.05,1,0
4890-VMUAV,0.06322467,Low,No Action,71.5,4576.3,63,0
9261-WDCAF,0.4428818,Medium,Send Promotional Email,54.65,189.1,3,0
3764-MNMOI,0.021442598,Low,No Action,19.2,908.15,46,0
7442-YGZFK,0.64893144,High,Offer Upgrade Package,49.8,49.8,1,1
0420-BWTPW,0.29704043,Medium,No Action,25.5,215.2,8,0
8229-BUJHX,0.015933381,Low,No Action,20.5,1500.95,71,0
7449-HVPIV,0.260172,Medium,No Action,90.4,5099.15,55,0
5504-WSIUR,0.077861734,Low,No Action,90.25,6385.95,70,0
8183-ONMXC,0.64195347,High,Offer Upgrade Package,80.75,159.45,2,1
8466-PZBLH,0.067734465,Low,No Action,104.6,6885.75,67,0
9614-RMGHA,0.26266924,Medium,No Action,91.85,5940.85,65,0
8735-IJJEG,0.2010622,Low,No Action,50.2,668.85,14,0
0564-MUUQK,0.24818031,Low,No Action,95.5,1916.2,20,0
5054-IEXZT,0.79138,Critical,Offer Upgrade Package,75.35,75.35,1,1
5834-ASPWA,0.84607893,Critical,Retention Agent + Discount,75.45,75.45,1,1
0701-RFGFI,0.38216949,Medium,No Action,95.4,4613.95,49,0
0019-EFAEP,0.03881628,Low,No Action,101.3,7261.25,72,0
5619-PTMIK,0.21338013,Low,No Action,53.1,2459.8,46,0
3737-XBQDD,0.41474354,Medium,Send Promotional Email,84.85,2048.8,24,0
5882-CMAZQ,0.3709161,Medium,No Action,34.25,163.55,5,0
5846-QFDFI,0.18520808,Low,No Action,88.6,2888.7,33,0
4445-KWOKW,0.050370693,Low,No Action,60.15,2421.6,42,0
3511-APPBJ,0.16199386,Low,No Action,99.95,2292.75,23,0
7967-HYCDE,0.38381487,Medium,No Action,70.7,553.4,8,0
2430-RRYUW,0.047256827,Low,No Action,54.8,3465.7,66,0
3948-XHGNA,0.15373687,Low,No Action,49.55,1210.4,24,0
3723-BFBGR,0.16926329,Low,No Action,54.8,1291.3,24,0
0565-IYCGT,0.086937204,Low,No Action,78.6,5356.45,69,0
5447-WZAFP,0.2126832,Low,No Action,100.3,5200.8,53,0
5110-CHOPY,0.034631263,Low,No Action,53.6,3237.05,60,0
5445-UTODQ,0.75466144,Critical,Offer Upgrade Package,81.1,576.65,7,1
4425-OWHWB,0.038537215,Low,No Action,19.35,433.75,20,0
7892-QVYKW,0.4322159,Medium,Send Promotional Email,85.6,1868.4,23,0
9675-ICXCT,0.022468036,Low,No Action,80.8,5728.55,72,0
1024-VRZHF,0.6342919,High,Offer Upgrade Package,74.95,825.7,11,1
4703-MQYKT,0.021980362,Low,No Action,19.6,390.4,21,0
9497-QCMMS,0.87079406,Critical,Retention Agent + Discount,93.55,93.55,1,1
5692-ICXLW,0.59213954,High,Send Promotional Email,90.7,2845.15,31,1
0602-DDUML,0.043225646,Low,No Action,69.75,3894.4,57,0
2208-MPXIO,0.020570131,Low,No Action,20.0,886.4,45,0
1960-UYCNN,0.75992405,Critical,Offer Upgrade Package,95.25,1021.55,10,1
0348-SDKOL,0.48644793,Medium,Send Promotional Email,102.1,5885.4,58,0
3190-FZATL,0.117760524,Low,No Action,19.95,268.4,14,0
7336-RLLRH,0.09767737,Low,No Action,80.85,2204.35,27,0
4373-MAVJG,0.57064223,High,Send Promotional Email,90.9,1259.0,14,1
8901-HJXTF,0.2153616,Low,No Action,29.2,309.1,12,0
7710-JSYOA,0.04709817,Low,No Action,93.3,6398.05,69,0
5419-KLXBN,0.34089947,Medium,No Action,89.15,2257.75,25,0
3424-NMNBO,0.29827535,Medium,No Action,108.85,6287.25,58,0
9885-MFVSU,0.025585053,Low,No Action,46.35,1662.05,35,0
4514-GFCFI,0.6911189,High,Offer Upgrade Package,84.75,1350.15,16,1
0607-MVMGC,0.119872764,Low,No Action,78.75,3600.65,45,0
3365-SAIGS,0.4717966,Medium,Send Promotional Email,83.55,1329.15,17,0
9828-AOQLM,0.6356326,High,Offer Upgrade Package,45.7,45.7,1,1
8022-BECSI,0.036900245,Low,No Action,19.6,422.5,22,0
8000-REIQB,0.8206606,Critical,Retention Agent + Discount,69.95,69.95,1,1
9993-LHIEB,0.025257265,Low,No Action,67.85,4627.65,67,0
0266-CLZKZ,0.085684955,Low,No Action,105.65,6717.9,67,0
7615-ESMYF,0.5769776,High,Send Promotional Email,44.6,97.1,2,1
3858-VOBET,0.5444726,High,Send Promotional Email,74.95,1710.45,23,1
7020-OZKXZ,0.4587051,Medium,Send Promotional Email,75.5,637.4,9,0
3977-QCRSL,0.16521896,Low,No Action,20.15,117.95,5,0
0017-DINOC,0.025968965,Low,No Action,45.2,2460.55,54,0
1447-PJGGA,0.11927804,Low,No Action,95.25,5464.65,57,0
8565-CLBZW,0.4582192,Medium,Send Promotional Email,89.85,2165.05,24,0
9139-WQQDY,0.21165839,Low,No Action,100.45,4941.8,49,0
0224-HJAPT,0.5219209,High,Send Promotional Email,47.15,223.15,5,1
8086-OVPWV,0.75232077,Critical,Offer Upgrade Package,80.2,181.1,2,1
9430-FRQOC,0.6916442,High,Offer Upgrade Package,87.1,341.45,4,1
7639-OPLNG,0.02667456,Low,No Action,79.25,5731.85,70,0
3074-GQWYX,0.6943293,High,Offer Upgrade Package,75.9,357.75,5,1
1492-QGCLU,0.15134825,Low,No Action,85.7,4616.1,53,0
6845-RGTYS,0.3979525,Medium,No Action,98.75,4533.7,47,0
7328-OWMOM,0.034425754,Low,No Action,20.1,589.25,31,0
4418-LZMSV,0.14581336,Low,No Action,61.8,750.1,13,0
5155-AZQPB,0.13580675,Low,No Action,49.9,1410.25,28,0
8861-HGGKB,0.6955034,High,Offer Upgrade Package,86.45,830.85,10,1
1087-GRUYI,0.021442598,Low,No Action,20.4,743.5,38,0
7065-YUNRY,0.5929722,High,Send Promotional Email,45.3,45.3,1,1
7694-VLBWQ,0.2624123,Medium,No Action,104.1,7040.85,67,0
2546-KZAAT,0.09915345,Low,No Action,75.4,3865.45,52,0
0181-RITDD,0.08545024,Low,No Action,108.15,6825.65,62,0
5989-PGKJB,0.5311412,High,Send Promotional Email,86.25,1340.1,16,1
4795-KTRTH,0.72946876,High,Offer Upgrade Package,81.0,371.65,5,1
8272-ONJLV,0.27162257,Medium,No Action,95.7,1184.0,12,0
1488-PBLJN,0.03889027,Low,No Action,116.85,8477.7,72,0
0308-GIQJT,0.16536719,Low,No Action,105.75,7382.85,71,0
3778-FOAQW,0.035326637,Low,No Action,20.15,456.85,24,0
4452-ROHMO,0.022806827,Low,No Action,19.6,331.6,15,0
6481-OGDOO,0.09577185,Low,No Action,90.6,6056.15,67,0
3090-LETTY,0.2829823,Medium,No Action,60.95,134.6,2,0
5349-AZPEW,0.43265092,Medium,Send Promotional Email,25.05,125.5,5,0
3753-TSEMP,0.52997696,High,Send Promotional Email,88.15,1390.6,15,1
8305-VHZBZ,0.31507015,Medium,No Action,20.2,20.2,1,0
9720-JJJOR,0.045104355,Low,No Action,60.3,2511.3,41,0
8100-HZZLJ,0.1690647,Low,No Action,63.95,2737.05,43,0
8775-ERLNB,0.7997904,Critical,Offer Upgrade Package,74.3,74.3,1,1
8309-IEYJD,0.7874514,Critical,Offer Upgrade Package,70.6,70.6,1,1
9172-JITSM,0.510415,High,Send Promotional Email,90.8,2361.8,26,1
6298-QDFNH,0.5633396,High,Send Promotional Email,79.35,1730.35,22,1
7398-HPYZQ,0.021388607,Low,No Action,90.55,6404.0,71,0
3546-GHEAE,0.022806827,Low,No Action,19.45,165.35,7,0
7361-YPXFS,0.12913388,Low,No Action,64.45,1867.6,28,0
6557-BZXLQ,0.43710163,Medium,Send Promotional Email,69.65,1043.3,16,0
2550-QHZGP,0.043048095,Low,No Action,19.5,128.6,7,0
7519-JTWQH,0.10624572,Low,No Action,110.5,7455.45,69,0
2538-OIMXF,0.5750433,High,Send Promotional Email,24.7,24.7,1,1
8543-MSDMF,0.38552603,Medium,No Action,77.4,206.15,3,0
9961-JBNMK,0.4865758,Medium,Send Promotional Email,96.8,2030.3,21,0
1170-SASML,0.24303292,Low,No Action,85.4,5869.4,69,0
4872-JCVCA,0.019065809,Low,No Action,47.6,3377.8,71,0
5346-BZCHP,0.01994126,Low,No Action,19.4,1346.2,69,0
2038-LLMLM,0.5349716,High,Send Promotional Email,103.85,4946.05,48,1
6173-ITPWD,0.3482068,Medium,No Action,83.35,4065.0,47,0
9734-UYXQI,0.6255128,High,Offer Upgrade Package,49.4,106.55,2,1
1216-BGTSP,0.26637957,Medium,No Action,108.45,4964.7,45,0
4138-NAXED,0.23506746,Low,No Action,81.0,4085.75,51,0
2189-UXTKY,0.22508161,Low,No Action,79.2,1742.75,22,0
0744-BIKKF,0.02068033,Low,No Action,86.65,6224.8,72,0
7483-IQWIB,0.4104124,Medium,Send Promotional Email,92.95,3415.25,37,0
5248-KWLAR,0.021572415,Low,No Action,90.35,6325.25,71,0
4958-GZWIY,0.38551864,Medium,No Action,48.7,340.25,7,0
7996-MHXLW,0.021385044,Low,No Action,25.15,1683.6,66,0
7833-PKIHD,0.09037946,Low,No Action,76.4,3966.3,51,0
7061-OVMIM,0.034425754,Low,No Action,19.55,608.5,30,0
5153-RTHKF,0.456645,Medium,Send Promotional Email,85.35,2896.6,34,0
1852-QSWCD,0.019788513,Low,No Action,24.8,1514.85,64,0
4832-VRBMR,0.23813283,Low,No Action,103.15,6792.45,65,0
9079-LWTFD,0.19581336,Low,No Action,100.75,4669.2,47,0
6356-ELRKD,0.7372827,High,Offer Upgrade Package,95.6,95.6,1,1
8624-GIOUT,0.14195691,Low,No Action,59.75,2934.3,49,0
3392-EHMNK,0.068615295,Low,No Action,94.1,6302.8,67,0
5986-WWXDV,0.034425754,Low,No Action,19.35,779.2,39,0
3061-BCKYI,0.12434277,Low,No Action,19.9,283.75,14,0
6179-GJPSO,0.32556832,Medium,No Action,108.15,4600.7,43,0
7901-TBKJX,0.44341132,Medium,Send Promotional Email,101.05,5594.0,56,0
7228-PAQPD,0.128848,Low,No Action,59.1,772.85,14,0
3177-LASXD,0.79050267,Critical,Offer Upgrade Package,71.35,71.35,1,1
7746-QYVCO,0.054751392,Low,No Action,55.85,857.8,16,0
5804-HYIEZ,0.25468957,Medium,No Action,106.05,7554.05,70,0
9919-FZDED,0.025694614,Low,No Action,84.1,5981.65,72,0
5934-TSSAU,0.2888967,Medium,No Action,75.3,1702.9,23,0
3486-KHMLI,0.09213063,Low,No Action,24.7,467.15,21,0
4897-QSUYC,0.3549052,Medium,No Action,20.15,20.15,1,0
1084-UQCHV,0.74598956,High,Offer Upgrade Package,69.75,69.75,1,1
8290-YWKHZ,0.62731624,High,Offer Upgrade Package,93.2,2931.0,32,1
2955-BJZHG,0.4378804,Medium,Send Promotional Email,80.85,1400.85,17,0
3806-DXQOM,0.42085963,Medium,Send Promotional Email,33.65,137.85,4,0
6784-XYJAE,0.11986219,Low,No Action,55.8,1941.5,36,0
3933-DQPWX,0.03179428,Low,No Action,39.7,1932.75,50,0
6661-EIPZC,0.13903768,Low,No Action,29.5,1423.05,48,0
8957-THMOA,0.020583186,Low,No Action,20.15,970.85,50,0
2251-PYLPB,0.019463053,Low,No Action,79.55,5810.9,72,0
5555-RNPGT,0.13313183,Low,No Action,24.8,223.9,10,0
1057-FOGLZ,0.1111601,Low,No Action,19.65,391.7,18,0
9300-RENDD,0.8366354,Critical,Retention Agent + Discount,79.95,79.95,1,1
0761-AETCS,0.3331599,Medium,No Action,19.3,19.3,1,0
8087-LGYHQ,0.6930605,High,Offer Upgrade Package,94.05,811.65,9,1
4137-BTIKL,0.47343668,Medium,Send Promotional Email,90.75,174.75,2,0
2190-BCXEC,0.21382186,Low,No Action,78.85,3126.85,40,0
6227-FBDXH,0.20329297,Low,No Action,99.5,6841.45,69,0
2153-MREFK,0.16282167,Low,No Action,99.2,3754.6,37,0
2911-WDXMV,0.34028682,Medium,No Action,80.55,1406.65,18,0
7206-PQBBZ,0.5220645,High,Send Promotional Email,70.2,834.7,11,1
3106-ULWFW,0.6946328,High,Offer Upgrade Package,85.2,627.4,8,1
0925-VYDLG,0.720543,High,Offer Upgrade Package,75.25,242.0,3,1
4547-FZJWE,0.077739805,Low,No Action,59.45,3157.0,55,0
7422-WNBTY,0.5259744,High,Send Promotional Email,93.35,3092.0,33,1
0842-IWYCP,0.14167695,Low,No Action,44.95,2168.9,46,0
3521-HTQTV,0.024049198,Low,No Action,26.1,980.35,34,0
3744-ZBHON,0.16183227,Low,No Action,20.2,65.95,3,0
3373-DIUUN,0.020583186,Low,No Action,21.25,711.9,30,0
8383-SGHJU,0.061403442,Low,No Action,59.4,1952.8,33,0
7607-QKKTJ,0.17992346,Low,No Action,95.0,4368.85,45,0
7707-PYBBH,0.09812734,Low,No Action,61.9,2647.1,40,0
8984-HPEMB,0.045952626,Low,No Action,118.65,8477.6,71,0
4349-GFQHK,0.6341465,High,Offer Upgrade Package,54.35,54.35,1,1
4139-DETXS,0.01894682,Low,No Action,64.45,4528.0,72,0
9779-DPNEJ,0.4192366,Medium,Send Promotional Email,80.15,1790.65,22,0
9805-FILKB,0.0339579,Low,No Action,20.2,845.6,46,0
5793-YOLJN,0.020583186,Low,No Action,21.0,1210.3,55,0
0673-IGUQO,0.2754885,Medium,No Action,20.45,20.45,1,0
4123-FCVCB,0.2013401,Low,No Action,75.85,854.45,12,0
8819-IMISP,0.5559587,High,Send Promotional Email,80.45,2429.1,31,1
7802-EFKNY,0.60357416,High,Offer Upgrade Package,24.95,100.4,5,1
8311-UEUAB,0.037590027,Low,No Action,75.5,5229.45,67,0
5858-EAFCZ,0.55538815,High,Send Promotional Email,44.45,44.45,1,1
8035-BUYVG,0.076862946,Low,No Action,42.35,1716.45,40,0
1163-ONYEY,0.13889386,Low,No Action,74.55,3023.55,41,0
9787-XVQIU,0.84607893,Critical,Retention Agent + Discount,75.3,75.3,1,1
8945-MUQUF,0.18288442,Low,No Action,94.8,4837.6,51,0
5656-MJEFC,0.024851102,Low,No Action,48.15,2032.3,42,0
6082-OQFBA,0.034425754,Low,No Action,19.65,436.9,23,0
8051-HJRLT,0.8206606,Critical,Retention Agent + Discount,70.55,70.55,1,1
8974-OVACP,0.31260318,Medium,No Action,20.15,20.15,1,0
4010-YLMVT,0.24628167,Low,No Action,106.6,5893.95,56,0
1379-FRVEB,0.52075005,High,Send Promotional Email,91.0,1430.05,15,1
8612-GXIDD,0.02346795,Low,No Action,25.4,313.0,12,0
6288-CHQJB,0.024420932,Low,No Action,69.95,3871.85,54,0
8160-HOWOX,0.4177644,Medium,Send Promotional Email,66.85,458.1,7,0
3023-GFLBR,0.33364686,Medium,No Action,86.15,2745.7,33,0
6648-INWPS,0.14017312,Low,No Action,20.15,341.35,16,0
4223-BKEOR,0.07021042,Low,No Action,64.85,1336.8,21,0
4079-VTGLK,0.069217585,Low,No Action,74.85,2181.75,30,0
1763-WQFUK,0.35425037,Medium,No Action,50.5,147.75,3,0
1391-UBDAR,0.48041815,Medium,Send Promotional Email,72.9,818.45,11,0
8894-JVDCV,0.18757732,Low,No Action,115.05,7133.45,62,0
2023-VQFDL,0.1344673,Low,No Action,19.0,348.8,18,0
1345-GKDZZ,0.12280632,Low,No Action,19.55,128.6,6,0
2014-MKGMH,0.2991706,Medium,No Action,101.1,4674.4,46,0
5628-FCGYG,0.60851216,High,Offer Upgrade Package,84.1,1737.45,21,1
2560-WBWXF,0.020615442,Low,No Action,24.15,1498.85,68,0
0248-IPDFW,0.69642067,High,Offer Upgrade Package,50.1,50.1,1,1
7978-DKUQH,0.42594892,Medium,Send Promotional Email,74.6,1797.75,25,0
4335-UPJSI,0.020583186,Low,No Action,19.75,498.1,24,0
0524-IAVZO,0.5930933,High,Send Promotional Email,85.0,2624.25,30,1
2737-YNGYW,0.72115976,High,Offer Upgrade Package,80.55,184.1,2,1
1784-EZDKJ,0.27427742,Medium,No Action,106.8,5498.8,51,0
9297-FVVDH,0.032914784,Low,No Action,84.5,4845.4,57,0
8007-YYPWD,0.023238488,Low,No Action,25.05,369.1,15,0
7101-HRBLJ,0.018978715,Low,No Action,83.7,6096.9,72,0
5159-YFPKQ,0.712987,High,Offer Upgrade Package,75.8,160.75,2,1
6635-CPNUN,0.2795168,Medium,No Action,96.6,2684.35,28,0
4021-RQSNY,0.70667005,High,Offer Upgrade Package,98.5,3004.15,29,1
5453-YBTWV,0.049333006,Low,No Action,101.1,6994.8,70,0
5039-LZRQT,0.043425184,Low,No Action,20.2,273.25,13,0
2931-VUVJN,0.15947512,Low,No Action,94.05,5483.9,59,0
9061-TIHDA,0.7457623,High,Offer Upgrade Package,95.25,1233.65,13,1
8699-ASUFO,0.67068285,High,Offer Upgrade Package,74.4,527.9,7,1
6418-PIQSP,0.027766747,Low,No Action,81.0,4985.9,62,0
